   111 -0.106600 0.046400 -0.060400 -0.012245 0.005613 -0.999909 -0.187975 -0.982168 -0.003284 -0.982098 0.187918 0.013081 1.003184
   112 -0.106600 0.046400 -0.060400 -0.187975 -0.982168 -0.003284 0.012245 -0.005613 0.999909 -0.982098 0.187918 0.013081 -0.002505
   113 -0.106600 0.046400 -0.060400 -0.012245 0.005613 -0.999909 -0.187975 -0.982168 -0.003284 -0.982098 0.187918 0.013081 -0.000188
   121 -0.102000 0.063100 -0.025600 0.013910 0.001012 -0.999903 -0.264305 -0.964428 -0.004662 -0.964339 0.264344 -0.013149 1.006412
   122 -0.102000 0.063100 -0.025600 0.013910 0.001012 -0.999903 -0.264305 -0.964428 -0.004662 -0.964339 0.264344 -0.013149 -0.002329
   123 -0.102000 0.063100 -0.025600 -0.264305 -0.964428 -0.004662 -0.013910 -0.001012 0.999903 -0.964339 0.264344 -0.013149 -0.001014
   131 -0.108500 0.030200 -0.026600 0.014563 0.001203 -0.999893 -0.087391 -0.996171 -0.002434 -0.996068 0.087417 -0.014402 0.999724
   132 -0.108500 0.030200 -0.026600 0.014563 0.001203 -0.999893 -0.087391 -0.996171 -0.002434 -0.996068 0.087417 -0.014402 -0.002649
   133 -0.108500 0.030200 -0.026600 -0.087391 -0.996171 -0.002434 -0.014563 -0.001203 0.999893 -0.996068 0.087417 -0.014402 0.000798
   141 -0.109900 0.013100 -0.062700 -0.035646 0.002417 -0.999362 -0.031742 -0.999495 -0.001347 -0.998860 0.031674 0.035705 1.013488
   142 -0.109900 0.013100 -0.062700 -0.031742 -0.999495 -0.001347 0.035646 -0.002417 0.999362 -0.998860 0.031674 0.035705 -0.002153
   143 -0.109900 0.013100 -0.062700 -0.035646 0.002417 -0.999362 -0.031742 -0.999495 -0.001347 -0.998860 0.031674 0.035705 -0.000758
   211 -0.107400 0.032900 0.008000 -0.056684 0.008244 -0.998358 -0.096313 -0.995347 -0.002785 -0.993736 0.095997 0.057214 1.000569
   212 -0.107400 0.032900 0.008000 -0.096313 -0.995347 -0.002785 0.056684 -0.008244 0.998358 -0.993736 0.095997 0.057214 -0.007074
   213 -0.107400 0.032900 0.008000 -0.056684 0.008244 -0.998358 -0.096313 -0.995347 -0.002785 -0.993736 0.095997 0.057214 -0.000902
   221 -0.098900 0.040300 0.041300 -0.342152 0.059632 -0.937751 -0.158087 -0.987412 -0.005096 -0.926250 0.146501 0.347271 1.003341
   222 -0.098900 0.040300 0.041300 -0.342152 0.059632 -0.937751 -0.158087 -0.987412 -0.005096 -0.926250 0.146501 0.347271 -0.000693
   223 -0.098900 0.040300 0.041300 -0.158087 -0.987412 -0.005096 0.342152 -0.059632 0.937751 -0.926250 0.146501 0.347271 -0.000546
   231 -0.101100 0.004400 0.040800 -0.346045 0.008997 -0.938175 0.041945 -0.998806 -0.025042 -0.937280 -0.048018 0.345255 1.016019
   232 -0.101100 0.004400 0.040800 -0.346045 0.008997 -0.938175 0.041945 -0.998806 -0.025042 -0.937280 -0.048018 0.345255 -0.002200
   233 -0.101100 0.004400 0.040800 0.041945 -0.998806 -0.025042 0.346045 -0.008997 0.938175 -0.937280 -0.048018 0.345255 -0.001097
   241 -0.108300 -0.001100 0.007100 -0.070435 -0.010685 -0.997459 0.091349 -0.995810 0.004256 -0.993325 -0.090817 0.071116 1.014604
   242 -0.108300 -0.001100 0.007100 0.091349 -0.995810 0.004256 0.070435 0.010685 0.997459 -0.993325 -0.090817 0.071116 -0.002955
   243 -0.108300 -0.001100 0.007100 -0.070435 -0.010685 -0.997459 0.091349 -0.995810 0.004256 -0.993325 -0.090817 0.071116 0.000301
   311 -0.086100 0.098800 0.009000 -0.035001 0.118088 -0.992386 -0.479345 -0.873301 -0.087025 -0.876929 0.472649 0.087171 1.006047
   312 -0.086100 0.098800 0.009000 -0.479345 -0.873301 -0.087025 0.035001 -0.118088 0.992386 -0.876929 0.472649 0.087171 -0.006132
   313 -0.086100 0.098800 0.009000 -0.035001 0.118088 -0.992386 -0.479345 -0.873301 -0.087025 -0.876929 0.472649 0.087171 -0.002318
   321 -0.088700 0.075700 0.041200 -0.348238 0.117536 -0.930008 -0.365871 -0.930463 0.019406 -0.863058 0.347020 0.367026 1.020428
   322 -0.088700 0.075700 0.041200 -0.348238 0.117536 -0.930008 -0.365871 -0.930463 0.019406 -0.863058 0.347020 0.367026 -0.001849
   323 -0.088700 0.075700 0.041200 -0.365871 -0.930463 0.019406 0.348238 -0.117536 0.930008 -0.863058 0.347020 0.367026 -0.000883
   331 -0.070200 0.075800 0.070700 -0.591819 0.227757 -0.773225 -0.382228 -0.923843 0.020377 -0.709697 0.307608 0.633803 1.005590
   332 -0.070200 0.075800 0.070700 -0.382228 -0.923843 0.020377 0.591819 -0.227757 0.773225 -0.709697 0.307608 0.633803 -0.004888
   333 -0.070200 0.075800 0.070700 -0.591819 0.227757 -0.773225 -0.382228 -0.923843 0.020377 -0.709697 0.307608 0.633803 0.001154
   341 -0.100300 0.065900 0.008100 -0.067164 0.025107 -0.997426 -0.283538 -0.958948 -0.005053 -0.956606 0.282469 0.071525 1.004199
